Question	A	B	C	D	Réponse correcte	GenRes
"Question : Quelle stratégie de validation d'entrées est recommandée ?
A. Rejeter toutes les entrées non conformes
B. Rechercher uniquement les entrées malveillantes
C. Accepter uniquement les entrées conformes aux spécifications
D. Utiliser une liste noire pour détecter les attaques potentielles"	C					Flagged
"Question : Quelle est l'une des raisons pour lesquelles les validations côté client sont toujours utiles, même avec la sécurité côté serveur ?
A. Elles peuvent aider à détecter les intrusions.
B. Elles peuvent garantir que les entrées sont toujours valides.
C. Elles réduisent le temps de traitement côté serveur de manière significative.
D. Elles éliminent le besoin de validations côté serveur."	A					Flagged
"Question : Laquelle des recommandations suivantes est suggérée pour éviter le double décodage ?

A. Effectuer une canonisation répétée jusqu'à ce que l'entrée ne change plus
B. Utiliser des outils d'analyse statique automatisés
C. Tester avec des suites de tests avec des entrées diverses
D. Définir explicitement l'encodage à utiliser"	A					Flagged
"Question : Dans la liste, quel type de validation se rapporte à la neutralisation des caractères spéciaux utilisés dans une commande ?
A. put Validation
B. ChildOf
C. ParentOf
D. Validation Forms"	A					Flagged
"Question : Lequel des éléments suivants n'est PAS un type de faiblesse répertorié dans le texte ?

A. Validation d'entrée incorrecte
B. Désérialisation incorrecte
C. Injection SQL
D. Redirection d'URL vers un site non fiable"	B					D
"Question : Laquelle des affirmations suivantes n'est PAS une vulnérabilité liée à la validation des entrées ?

A. Input validation and representation
B. Blind SQL Injection
C. Improper Input Validation
D. Use strtol() or a related function to convert a string token to an integer"	D					Flagged
"Question : Parmi les éléments suivants, quel est celui qui n'est PAS une relation du concept CWE-21 ?
A. Validation d'entrée incorrecte
B. Limitation inappropriée d'un chemin d'accès
C. Débordement de mémoire tampon
D. XSS (Cross-Site Scripting)"	C					Flagged
"Question :  Quel est le type d'attaque auquel la faiblesse CWE-22 est liée ?
A. Manipulation de fichiers
B. Injection de code SQL
C. Traversal de fichiers
D. Déni de service"	C					Flagged
"Question : Parmi les options suivantes, laquelle est considérée comme la terminologie préférée pour désigner les attaques qui exploitent la traversée de répertoires ?

A. Traversée de répertoires
B. Traversée de chemins d'accès
C. Dépassement de chemin d'accès absolu
D. Injection de chemin d'accès nul"	B					Flagged
"Question : Laquelle des méthodes de détection suivantes présente une efficacité élevée dans la détection des faiblesses de chemin d'accès ?
A. Analyse statique automatisée
B. Analyse statique manuelle
C. Attaques de force brute
D. Tests de pénétration"	A					Flagged
"Quel type de faille de sécurité est illustré dans l'exemple 2 ?
A. Fuite d'informations sur les messages d'erreur (CWE-209)
B. Traversal de chemin (CWE-22)
C. Script intersite (CWE-79)
D. Limitation incorrecte d'un nom de chemin (CWE-22)"	D					Flagged
"Question : Lequel des exemples suivants illustre une vulnérabilité de parcours de chemin relatif ?

A. Exemple 1
B. Exemple 2
C. Exemple 3
D. Exemple 4"	D					Flagged
"Quelle vulnérabilité permet aux attaquants de déterminer l'existence de fichiers ?

A. CVE-2008-5748
B. CVE-2009-4449
C. CVE-2010-0012
D. CVE-2010-0467"	B					Flagged
"Question :  Laquelle des affirmations suivantes est une bonne pratique pour valider les noms de fichiers ?
A. Utiliser une liste blanche rigoureuse limitant les caractères autorisés
B. S'appuyer uniquement sur un mécanisme de filtrage pour supprimer les caractères potentiellement dangereux
C. Autoriser plusieurs caractères ""."" dans le nom de fichier
D. Inclure des séparateurs de répertoire tels que ""/"" dans le nom de fichier"	A					Flagged
"Question : Quelle fonction intégrée permet d'obtenir la version canonique d'un nom de chemin ?
A. getCanonicalPath()
B. getPathname()
C. abs_path()
D. realpath()"	D					Flagged
"**Question :**

Selon le texte, quelle technique consiste à créer un mappage entre des valeurs d'entrée fixes et des noms de fichiers ou URL réels ?

**A.** Sandbox
**B.** Enforcement by Conversion
**C.** Jail
**D.** Operation

**"	** B					Flagged
"Question : Laquelle des techniques suivantes est mentionnée dans le texte pour prévenir les accès directs aux fichiers en dehors de la racine du document Web ?
A. Définition d'une constante fixe dans le programme appelant
B. Utilisation d'un répertoire séparé et des capacités de contrôle d'accès du serveur Web
C. Capturer les erreurs dans les messages de journal
D. Utilisation de la fonction register_globals"	B					Flagged
"Question : Quelle est la relation entre ""Nature TypeIDName"" et ""ParentOf"" ?
A. ParentOf est un enfant de ""Nature TypeIDName""
B. ""Nature TypeIDName"" est un enfant de ParentOf
C. ParentOf et ""Nature TypeIDName"" sont égaux
D. ParentOf et ""Nature TypeIDName"" ne sont pas liés"	B					D
"**Question :**

Laquelle des propriétés suivantes est associée aux attaques par traversée de chemin ?

**A.** Equivalence
**B.** Disponibilité
**C.** Confidentialité
**D.** Intégrité

**"	A**					A
"Question :  Quel type d'attaque permet à des individus malveillants de lire des fichiers ou des répertoires en dehors d'un répertoire restreint ?

A. Injection SQL
B. Chemin d'accès traversable
C. Déni de service
D. Attaque par force brute"	B					Flagged
"Question : Quel est le type de vulnérabilité de sécurité présenté dans le texte ?
    A. Chemin d'accès relatif
    B. Injection de code
    C. Dépassement de mémoire tampon
    D. Falsification de requêtes intersites (XSS)"	A					A
"Question : Quelle propriété doit être prise en compte lors de la validation des entrées ?
A. La longitude
B. Le type d'entrée
C. La syntaxe
D. Le nombre de caractères spéciaux"	B					B
"**Question :**

Quelle est la faiblesse de sécurité décrite dans le texte ?

A. Injection SQL
B. Dépassement de mémoire tampon
C. Traversal de chemin
D. Script intersite

**"	** C					A
"**Question :**

Selon le texte, quelle est une stratégie inefficace pour la validation des entrées ?

A. Utiliser des listes blanches
B. Supprimer les caractères potentiellement dangereux
C. Décoder et canoniser les entrées
D. Utiliser des listes noires

**"	** D					D
"Question : Quelle est la première version de la CWE qui a introduit cette vulnérabilité ?
A. CWE-1.0
B. CWE-2.0
C. CWE-3.0
D. CWE-4.0"	B					B
"Question : Lequel des éléments suivants n'est PAS un conseil pour valider les noms de fichiers ?

A. Utiliser des listes blanches strictes
B. Autoriser plusieurs caractères ""."" dans le nom de fichier
C. Exclure les séparateurs de répertoire
D. Utiliser une liste blanche d'extensions de fichiers autorisées"	B					B
"Question : Quelle manipulation spécifique peut permettre de contourner certaines protections contre le chemin de traversée ?
A. '/dir/filename'
B. '/filename/dir'
C. '/dir/../filename'
D. '/filename/../dir'"	C					C
"Question : Quelles sont les conséquences de l'utilisation d'un mécanisme de filtrage pour supprimer les caractères potentiellement dangereux ?
A. CWE-184
B. CWE-182
C. CWE-27
D. CWE-174"	A					A
"Question : Quelle est la vulnérabilité corrigée par CWE-28 ?
A. Déni de service 
B. Injection de code 
C. Chevauchement de tampon 
D. Traversal de chemin"	D					C
"Question : Laquelle des situations suivantes représente une erreur d'implémentation dans la validation d'entrée ?
 A. Supprimer les caractères potentiellement dangereux uniquement
 B. Décoder et canonicaliser les entrées avant la validation
 C. Utiliser une liste noire d'extensions de fichiers autorisées
 D. Ne pas décoder l'entrée deux fois"	A					A
"Question : Lequel des choix suivants est une conséquence courante de la vulnérabilité de traversée de chemin ?

A. Confidencialité
B. Disponibilité
C. Confidentialité et Intégrité
D. Disponibilité et Intégrité"	C					D
"Question : Quel est le CWE associé à l'utilisation exclusive d'un mécanisme de filtrage qui supprime les caractères potentiellement dangereux ?
A. CWE-23
B. CWE-36
C. CWE-184
D. CWE-434"	C					C
"Question : Quelle plateforme est concernée par la faille CWE-30 ?
A. Android
B. iOS
C. Toutes
D. Aucune"	C					C
"Question :
Le texte recommande l'utilisation de listes blanches pour éviter quelle faiblesse ?
A. CWE-23
B. CWE-36
C. CWE-184
D. CWE-30"	A					A
"**Question :** Quelle technique de validation de noms de fichiers est recommandée pour prévenir les vulnérabilités ?

**A.** Filtres éliminant les caractères potentiellement dangereux
**B.** Listes blanches restreignant les caractères autorisés
**C.** Listes noires excluant les extensions de fichiers dangereuses
**D.** Décodage et canonicalisation avant validation

**"	** B					Flagged
"Question : Quel type de vulnérabilité est décrite dans le texte ?

A. Injection SQL
B. Cross-site scripting
C. Traversée de répertoire
D. Falsification de requête intersite"	C					Flagged
"Question :  Quelles sont les deux faiblesses CWE évitées en limitant le nombre de caractères ""."" et en excluant le séparateur de répertoire ""/"" lors de la validation des noms de fichiers ?

A. CWE-184 et CWE-36
B. CWE-434 et CWE-184
C. CWE-36 et CWE-182
D. CWE-182 et CWE-434"	A					Flagged
"Question : Quelle vulnérabilité est exploitée par la manipulation de ""..."" ?
A. Traversal de chemin
B. Injection SQL
C. Script intersite
D. Dépassement de mémoire"	A					Flagged
"**Question :**

Qu'est-ce qui est recommandé pour valider les noms de fichiers ?

**A.** Se fier uniquement à une liste noire.
**B.** Utiliser des listes blanches strictes limitant les caractères autorisés.
**C.** Filtrer les caractères potentiellement dangereux.
**D.** Appliquer un décodage et une canonicalisation avant la validation.

**"	** B					Flagged
"Question : Quelle vulnérabilité est exploitée par la manipulation de ""...."" ?
A. Traversée de répertoire
B. Déni de service
C. Injection SQL
D. Dépassement de mémoire tampon"	A					Flagged
"Question : Selon le texte, quelle est la première étape recommandée pour l'atténuation de la vulnérabilité CWE-34 ?
A. Validation des entrées
B. Filtrage des caractères dangereux
C. Utilisation d'une liste noire
D. Restriction de l'ensemble de caractères autorisés"	A					Flagged
"Question : Quel est le problème de sécurité décrit dans le texte ?

A. Décodage multiple des entrées
B. Traitement séquentiel des ""....""
C. Neutralisation incorrecte des séquences ""....//""
D. Utilisation d'entrées externes pour construire des chemins d'accès"	C					C
"Question : Quel type de stratégie de validation d'entrée est recommandé ?
A. Valider tous les entrées en tant que malveillantes
B. Rejeter tous les entrées qui ne correspondent pas strictement aux spécifications
C. Utiliser une liste noire pour identifier les entrées malveillantes
D. Filtrer les caractères potentiellement dangereux"	A					Flagged
"Question : Quel est le CWE qui décrit une erreur d'effondrement de données dans une valeur non sécurisée ?
A. CWE-180
B. CWE-182
C. CWE-174
D. CWE-35"	B					Flagged
"Question : Selon le texte, quelles sont les plateformes applicables à la vulnérabilité décrite ?
A. Windows
B. Linux
C. All
D. Unix"	C					Flagged
"Question : Lequel de ces éléments peut entraîner une erreur lors du filtrage des caractères dangereux ?

A. Le filtrage effectué de manière séquentielle
B. L'utilisation d'une liste blanche d'extensions de fichiers autorisées
C. La validation des entrées dans leur représentation interne avant le filtrage
D. L'exclusion des séparateurs de répertoires"	A					Flagged
"Question :
Quelle est la version CWE du CWE-37 ?
A. 1.0
B. 2.0
C. 3.0
D. 4.0"	B					Flagged
"Question :
Quelle est la conséquence courante de l'attaque CWE-37 ?

A. Violation de la confidentialité
B. Violation de l'intégrité
C. Modification de fichiers ou de répertoires
D. Lecture de fichiers ou de répertoires"	C					Flagged
